7,11,3
7,12,3
7,13,1
7,14,2
7,15,2
7,16,1
7,17,1
7,18,3
7,19,1
7,20,1
7,21,2
7,22,1
7,23,1
7,24,1
7,25,2
7,26,4
7,27,4
7,28,4
7,29,4
7,30,1
7,31,1
7,32,2
7,33,4
7,34,1
7,35,2
7,36,4
7,37,4
7,38,4
7,39,2
7,40,4
7,41,2
7,42,4
7,43,3
7,44,8
7,45,8
7,46,3
7,47,7
7,48,5
7,49,12
7,50,7
7,51,9
7,52,9
7,53,8
7,54,2
7,55,10
7,56,13
7,57,7
7,58,6
7,59,6
7,60,6
7,61,6
7,62,4
7,63,5
7,64,9
7,65,5
7,66,5
7,67,6
7,68,4
7,69,3
7,70,2
7,71,3
7,72,2
7,73,2
7,74,5
7,75,7
7,76,4
7,77,4
7,78,5
7,79,3
7,80,3
7,81,4
7,82,3
7,83,2
7,84,5
7,85,4
7,86,3
7,87,3
7,88,5
7,89,4
7,90,4
7,91,3
7,92,5
7,93,5
7,94,5
7,95,2
7,96,3
7,97,3
7,98,4
7,99,4
7,100,5
7,101,5
7,102,1
7,103,5
7,104,4
7,105,6
7,106,3
7,107,3
7,108,3
7,109,4
7,110,2
7,111,4
7,112,4
7,113,4
7,114,3
7,115,3
7,116,2
7,117,10
7,118,5
7,119,5
7,120,7
7,121,9
7,122,9
7,123,7
7,124,4
7,125,8
7,126,5
7,127,3
7,128,4
7,129,4
7,130,1
7,131,5
7,132,5
7,133,6
7,134,3
7,135,5
7,136,5
7,137,4
7,138,4
7,139,6
7,140,5
7,141,5
7,142,4
7,143,4
7,144,2
7,145,2
7,146,4
7,147,5
7,148,7
7,149,5
7,150,5
7,151,4
7,152,4
7,153,3
7,154,4
7,155,3
7,156,4
7,157,4
7,158,3
7,159,3
7,160,2
7,161,2
7,162,5
7,163,5
7,164,7
7,165,8
7,166,3
7,167,2
7,168,5
7,169,4
7,170,5
7,171,5
7,172,5
7,173,8
7,174,6
7,175,7
7,176,11
7,177,9
7,178,9
7,179,8
7,180,7
7,181,5
7,182,2
7,183,4
7,184,3
7,185,3
7,186,5
7,187,7
7,188,2
7,189,10
7,190,13
7,191,11
7,192,11
7,193,10
7,194,8
7,195,6
7,196,6
7,197,2
7,198,3
7,199,3
7,200,4
