4,11,2
4,12,1
4,13,1
4,14,2
4,15,3
4,16,4
4,17,3
4,18,4
4,19,4
4,20,5
4,21,7
4,22,8
4,23,5
4,24,6
4,25,5
4,26,6
4,27,4
4,28,3
4,29,3
4,30,4
4,31,3
4,32,2
4,33,7
4,34,8
4,35,4
4,36,3
4,37,1
4,38,2
4,39,1
4,40,6
4,41,3
4,42,4
4,43,2
4,44,1
4,45,13
4,46,14
4,47,5
4,48,4
4,49,3
4,50,4
4,51,2
4,52,3
4,53,3
4,54,4
4,55,3
4,56,4
4,57,7
4,58,8
4,59,4
4,60,3
4,61,1
4,62,2
4,63,5
4,64,12
4,65,11
4,66,12
4,67,4
4,68,3
4,69,7
4,70,8
4,71,5
4,72,4
4,73,7
4,74,8
4,75,2
4,76,5
4,77,7
4,78,8
4,79,5
4,80,2
4,81,7
4,82,8
4,83,6
4,84,9
4,85,21
4,86,22
4,87,9
4,88,4
4,89,7
4,90,8
4,91,2
4,92,3
4,93,19
4,94,20
4,95,7
4,96,4
4,97,5
4,98,6
4,99,4
4,100,5
4,101,3
4,102,4
4,103,3
4,104,6
4,105,25
4,106,26
4,107,10
4,108,5
4,109,5
4,110,6
4,111,3
4,112,6
4,113,7
4,114,8
4,115,4
4,116,1
4,117,21
4,118,22
4,119,5
4,120,4
4,121,3
4,122,4
4,123,4
4,124,5
4,125,7
4,126,8
4,127,7
4,128,2
4,129,19
4,130,20
4,131,4
4,132,7
4,133,15
4,134,16
4,135,3
4,136,6
4,137,3
4,138,4
4,139,2
4,140,3
4,141,7
4,142,8
4,143,5
4,144,6
4,145,11
4,146,12
4,147,8
4,148,7
4,149,3
4,150,4
4,151,3
4,152,6
4,153,23
4,154,24
4,155,8
4,156,3
4,157,5
4,158,6
4,159,1
4,160,4
4,161,7
4,162,8
4,163,2
4,164,3
4,165,25
4,166,26
4,167,9
4,168,6
4,169,3
4,170,4
4,171,2
4,172,5
4,173,3
4,174,4
4,175,7
4,176,2
4,177,7
4,178,8
4,179,8
4,180,5
4,181,1
4,182,2
4,183,5
4,184,6
4,185,11
4,186,12
4,187,4
4,188,3
4,189,35
4,190,36
4,191,13
4,192,6
4,193,3
4,194,4
4,195,4
4,196,3
4,197,3
4,198,4
4,199,3
4,200,6
